ínàÊÉRÅ[Éh,ínàÊéØï ÉRÅ[Éh,,êlå˚Å@ïΩê¨27îN,êlå˚Å@ïΩê¨22îNÅiëgë÷Åj,ïΩê¨22îNÅ`27îNÇÃêlå˚ëùå∏êî,ïΩê¨22îNÅ`27îNÇÃêlå˚ëùå∏ó¶ÅiÅìÅj,ñ êœÅikm2Åj 1),êlå˚ñßìxÅi1km2ìñÇΩÇËÅj 2),ê¢ë—êîÅ@ïΩê¨27îN,ê¢ë—êîÅ@ïΩê¨22îNÅiëgë÷Åj,ïΩê¨22îNÅ`27îNÇÃê¢ë—ëùå∏êî,ïΩê¨22îNÅ`27îNÇÃê¢ë—ëùå∏ó¶ÅiÅìÅj
2401,3,ñÏï”íní¨,13520,14314,-794,-5.547016907,81.68,165.5,5542,5766,-224,-3.884842178
2402,3,éµåÀí¨,15719,16759,-1040,-6.20562086,337.23,46.6,5585,5713,-128,-2.240504113
2405,3,òZåÀí¨,10423,10241,182,1.777170198,83.89,124.2,3570,3307,263,7.952827336
2406,3,â°ïlí¨,4535,4881,-346,-7.08871133,126.38,35.9,1786,1884,-98,-5.201698514
2408,3,ìåñkí¨,17969,19106,-1137,-5.951010154,326.5,55,5980,6007,-27,-0.449475612
2411,3,òZÉñèäë∫,10538,11095,-557,-5.020279405,252.68,41.7,4683,4751,-68,-1.431277626
2412,3,Ç®Ç¢ÇÁÇπí¨,24220,24211,9,0.037173186,71.96,336.6,8635,8330,305,3.661464586
2420,c,â∫ñkåS,15953,18477,-2524,-13.66022623,551.96,28.9,6474,7430,-956,-12.86675639
2423,3,ëÂä‘í¨,5220,6340,-1120,-17.66561514,52.1,100.2,2161,2636,-475,-18.01972686
2424,3,ìåí ë∫,6604,7252,-648,-8.935466078,295.27,22.4,2578,2710,-132,-4.870848709
2425,3,ïóä‘âYë∫,1977,2463,-486,-19.7320341,69.55,28.4,822,1096,-274,-25
2426,3,ç≤à‰ë∫,2152,2422,-270,-11.14781173,135.04,15.9,913,988,-75,-7.591093117
2440,c,éOåÀåS,67973,73589,-5616,-7.631575371,969.33,70.1,24822,25437,-615,-2.417737941
2441,3,éOåÀí¨,10150,11299,-1149,-10.16904151,151.79,66.9,3758,3961,-203,-5.124968442
2442,3,å‹åÀí¨,17433,18712,-1279,-6.835185977,177.67,98.1,6126,6177,-51,-0.825643516
2443,3,ìcéqí¨,5553,6175,-622,-10.07287449,241.98,22.9,2005,2097,-92,-4.387219838
2445,3,ìÏïîí¨,18319,19853,-1534,-7.726791921,153.12,119.6,6420,6621,-201,-3.035795197
2446,3,äKè„í¨,14008,14699,-691,-4.701000068,94.01,149,5682,5707,-25,-0.438058525
2450,3,êVãΩë∫,2510,2851,-341,-11.96071554,150.77,16.6,831,874,-43,-4.919908467
3000,a,ä‚éËåß,1279814,1330147,-50333,-3.784017857,15275.01,83.8,491725,483934,7791,1.60993028
3001,b,ésïî,1054537,1086795,-32258,-2.968177071,9650.72,109.3,410777,401977,8800,2.189179978
3002,b,åSïî,225277,243352,-18075,-7.42751241,5624.29,40.1,80948,81957,-1009,-1.231133399
3201,2,ê∑â™és,297669,298348,-679,-0.227586577,886.47,335.8,128848,125096,3752,2.99929654
3202,2,ã{å√és,56569,59430,-2861,-4.81406697,1259.15,44.9,23365,22509,856,3.802923275
3203,2,ëÂëDìnés,38068,40737,-2669,-6.551783391,322.5,118,14811,14819,-8,-0.053984749
3205,2,â‘ä™és,97771,101438,-3667,-3.615016069,908.39,107.6,33833,33774,59,0.17469059
3206,2,ñkè„és,93591,93138,453,0.486375056,437.55,213.9,35812,34068,1744,5.119173418
3207,2,ãvéúés,35644,36872,-1228,-3.330440443,623.5,57.2,14182,14012,170,1.213245789
3208,2,âìñÏés,28071,29331,-1260,-4.295796257,825.97,34,9961,9888,73,0.738268608
3209,2,àÍä÷és,121625,127642,-6017,-4.713965623,1256.42,96.8,43015,42633,382,0.896019515
3210,2,ó§ëOçÇìcés,19757,23300,-3543,-15.20600858,231.94,85.2,7487,7785,-298,-3.827874117
3211,2,äòêŒés,36812,39574,-2762,-6.979329863,440.34,83.6,16854,16094,760,4.722256742
3213,2,ìÒåÀés,27637,29702,-2065,-6.952393778,420.42,65.7,10672,10847,-175,-1.613349313
3214,2,î™î¶ïΩés,26371,28680,-2309,-8.050906555,862.3,30.6,9434,9664,-230,-2.379966887
3215,2,âúèBés,119465,124746,-5281,-4.233402273,993.3,120.3,41725,41388,337,0.814245675
3216,2,ëÍëÚés,55487,53857,1630,3.026533227,182.46,304.1,20778,19400,1378,7.103092784
3300,c,ä‚éËåS,37006,40321,-3315,-8.221522284,1404.24,26.4,12870,13246,-376,-2.838592783
3301,3,é¥êŒí¨,16967,18033,-1066,-5.911384684,608.82,27.9,5486,5543,-57,-1.028324012
3302,3,äãä™í¨,6340,7304,-964,-13.19824754,434.96,14.6,2461,2664,-203,-7.62012012
3303,3,ä‚éËí¨,13699,14984,-1285,-8.575814202,360.46,38,4923,5039,-116,-2.302044056
3320,c,éáîgåS,60309,60493,-184,-0.304167424,306.3,196.9,20642,19369,1273,6.572357892
3321,3,éáîgí¨,32626,33288,-662,-1.988704638,238.98,136.5,10808,10513,295,2.806049653
3322,3,ñÓã–í¨,27683,27205,478,1.757029958,67.32,411.2,9834,8856,978,11.04336043
3360,c,òaâÍåS,5880,6602,-722,-10.93607998,590.74,10,2146,2272,-126,-5.545774648
3366,3,êºòaâÍí¨,5880,6602,-722,-10.93607998,590.74,10,2146,2272,-126,-5.545774648
3380,c,í_ëÚåS,15909,16325,-416,-2.548238897,179.76,88.5,5624,5409,215,3.97485672
3381,3,ã‡ÉPçËí¨,15909,16325,-416,-2.548238897,179.76,88.5,5624,5409,215,3.97485672
3400,c,êºî÷à‰åS,7869,8345,-476,-5.70401438,63.39,124.1,2478,2454,24,0.97799511
3402,3,ïΩêÚí¨,7869,8345,-476,-5.70401438,63.39,124.1,2478,2454,24,0.97799511
3440,c,ãCêÂåS,5723,6190,-467,-7.544426494,334.84,17.1,2119,2083,36,1.728276524
3441,3,èZìcí¨,5723,6190,-467,-7.544426494,334.84,17.1,2119,2083,36,1.728276524
3460,c,è„ï¬à…åS,11732,15276,-3544,-23.19979052,200.42,58.5,4571,5689,-1118,-19.65195992
3461,3,ëÂí∆í¨,11732,15276,-3544,-23.19979052,200.42,58.5,4571,5689,-1118,-19.65195992
3480,c,â∫ï¬à…åS,31922,36352,-4430,-12.18639965,1481.02,21.6,12828,13313,-485,-3.64305566
3482,3,éRìcí¨,15826,18617,-2791,-14.99167428,262.81,60.2,6265,6605,-340,-5.147615443
3483,3,ä‚êÚí¨,9839,10804,-965,-8.931877083,992.36,9.9,4174,4357,-183,-4.200137709
3484,3,ìcñÏî®ë∫,3461,3843,-382,-9.940150924,156.19,22.2,1291,1309,-18,-1.375095493
3485,3,ïÅë„ë∫,2796,3088,-292,-9.455958549,69.66,40.1,1098,1042,56,5.37428023
3500,c,ã„åÀåS,36015,39261,-3246,-8.267746619,763.55,47.2,12781,13075,-294,-2.248565966
3501,3,åyïƒí¨,9333,10209,-876,-8.58066412,245.82,38,3318,3343,-25,-0.747831289
3503,3,ñÏìcë∫,4127,4632,-505,-10.90241796,80.8,51.1,1529,1578,-49,-3.105196451
3506,3,ã„åÀë∫,5861,6507,-646,-9.927770094,134.02,43.7,1986,2034,-48,-2.359882006
3507,3,ómñÏí¨,16694,17913,-1219,-6.805113605,302.92,55.1,5948,6120,-172,-2.810457516
3520,c,ìÒåÀåS,12912,14187,-1275,-8.987100867,300.03,43,4889,5047,-158,-3.130572617
3524,3,àÍåÀí¨,12912,14187,-1275,-8.987100867,300.03,43,4889,5047,-158,-3.130572617
4000,a,ã{èÈåß,2334215,2348165,-13950,-0.59408091,7282.14,320.5,944719,901862,42857,4.75205741
4001,b,ésïî,1922394,1922881,-487,-0.02532658,4542.18,423.2,803253,764888,38365,5.015767014
4002,b,åSïî,411821,425284,-13463,-3.165649307,2739.95,150.3,141466,136974,4492,3.279454495
4100,1,êÂë‰és,1082185,1045986,36199,3.460753777,786.3,1376.3,499090,465260,33830,7.271203198
4101,0,êÂë‰és ê¬ótãÊ,310181,291436,18745,6.431943892,302.24,1026.3,158458,144125,14333,9.944839549
4102,0,êÂë‰és ã{èÈñÏãÊ,194930,190473,4457,2.339964194,58.19,3349.9,90082,85925,4157,4.837940064
4103,0,êÂë‰és é·ó—ãÊ,133419,132306,1113,0.84123169,50.86,2623.3,61885,58914,2971,5.042943952
4104,0,êÂë‰és ëæîíãÊ,226687,220588,6099,2.764882949,228.39,992.5,98539,91526,7013,7.662303608
4105,0,êÂë‰és êÚãÊ,216968,211183,5785,2.739330344,146.61,1479.9,90126,84770,5356,6.318272974
4202,2,êŒä™és,147236,160826,-13590,-8.450126223,554.5,265.5,56739,57871,-1132,-1.956074718
4203,2,âñ‚}és,54195,56490,-2295,-4.062665959,17.37,3120,20547,20396,151,0.740341243
4205,2,ãCêÂè¿és,64917,73489,-8572,-11.66433072,332.44,195.3,24139,25457,-1318,-5.177357898
4206,2,îíêŒés,35274,37422,-2148,-5.739939073,286.48,123.1,12560,12532,28,0.223428024
4207,2,ñºéÊés,76719,73134,3585,4.901960784,98.17,781.5,27517,25124,2393,9.524757204
4208,2,äpìcés,30193,31336,-1143,-3.64756191,147.53,204.7,10398,10082,316,3.13429875
4209,2,ëΩâÍèÈés,62128,63060,-932,-1.477957501,19.69,3155.3,24074,24079,-5,-0.020764982
4211,2,ä‚è¿és,44704,44187,517,1.170027384,60.45,739.5,16593,15519,1074,6.920549004
4212,2,ìoïƒés,81989,83969,-1980,-2.358013076,536.12,152.9,26234,25002,1232,4.927605792
4213,2,åIå¥és,69906,74932,-5026,-6.707414723,804.97,86.8,23192,23407,-215,-0.918528645
4214,2,ìåèºìáés,39518,42903,-3385,-7.88989115,101.36,389.9,13854,14013,-159,-1.134660672
4215,2,ëÂçËés,133430,135147,-1717,-1.270468453,796.8,167.5,48316,46146,2170,4.702466086
4300,c,ä†ìcåS,13782,14576,-794,-5.447310648,415.92,33.1,4480,4512,-32,-0.709219858
4301,3,ë†â§í¨,12324,12882,-558,-4.331625524,152.83,80.6,3913,3890,23,0.59125964
4302,3,éµÉñèhí¨,1458,1694,-236,-13.93152302,263.09,5.5,567,622,-55,-8.84244373
4320,c,éƒìcåS,84005,84844,-839,-0.988873698,428.17,196.2,30853,29648,1205,4.0643551
4321,3,ëÂâÕå¥í¨,23800,23530,270,1.147471313,24.99,952.4,9101,8641,460,5.323457933
4322,3,ë∫ìcí¨,11505,11995,-490,-4.085035431,78.38,146.8,3761,3630,131,3.608815427
4323,3,éƒìcí¨,39533,39341,192,0.488040467,54.03,731.7,15113,14490,623,4.299516908
4324,3,êÏçËí¨,9167,9978,-811,-8.127881339,270.77,33.9,2878,2887,-9,-0.311742293
4340,c,à…ãÔåS,13984,15501,-1517,-9.786465389,273.3,51.2,4551,4649,-98,-2.107980211
4341,3,ä€êXí¨,13984,15501,-1517,-9.786465389,273.3,51.2,4551,4649,-98,-2.107980211
4360,c,òjóùåS,45912,51549,-5637,-10.93522668,138.18,332.3,15746,16138,-392,-2.429049449
4361,3,òjóùí¨,33598,34845,-1247,-3.578705697,73.6,456.5,11321,10903,418,3.833807209
4362,3,éRå≥í¨,12314,16704,-4390,-26.28113027,64.58,190.7,4425,5235,-810,-15.47277937
4400,c,ã{èÈåS,68956,69495,-539,-0.775595367,111.64,617.7,23456,22370,1086,4.854716138
4401,3,èºìáí¨,14424,15085,-661,-4.381836261,53.56,269.3,5105,5137,-32,-0.622931672
4404,3,éµÉñïlí¨,18651,20416,-1765,-8.645180251,13.19,1414,6167,6415,-248,-3.865939205
4406,3,óòï{í¨,35881,33994,1887,5.550979585,44.89,799.3,12184,10818,1366,12.62710298
4420,c,çïêÏåS,93920,86197,7723,8.959708575,417,225.2,31857,27368,4489,16.40236773
4421,3,ëÂòaí¨,28252,24894,3358,13.48919418,225.49,125.3,10170,8056,2114,26.24131082
4422,3,ëÂãΩí¨,8371,8927,-556,-6.22829618,82.01,102.1,2421,2423,-2,-0.082542303
4423,3,ïxíJí¨,51592,47042,4550,9.672207814,49.18,1049,17488,15399,2089,13.56581596
4424,3,ëÂçtë∫,5705,5334,371,6.955380577,60.32,94.6,1778,1490,288,19.32885906
4440,c,â¡î¸åS,30981,32958,-1977,-5.998543601,569.94,54.4,9534,9520,14,0.147058824
4444,3,êFñÉí¨,7240,7431,-191,-2.570313551,109.28,66.3,1973,1923,50,2.600104004
4445,3,â¡î¸í¨,23741,25527,-1786,-6.996513496,460.67,51.5,7561,7597,-36,-0.473871265
4500,c,âììcåS,41572,42684,-1112,-2.605191641,157.06,264.7,13798,13506,292,2.162002073
4501,3,óOíJí¨,16707,17494,-787,-4.498685264,82.16,203.3,5474,5496,-22,-0.400291121
4505,3,î¸ó¢í¨,24865,25190,-325,-1.290194522,74.9,332,8324,8010,314,3.920099875
4580,c,â≤é≠åS,6334,10051,-3717,-36.98139489,65.35,96.9,3154,3968,-814,-20.5141129
4581,3,èóêÏí¨,6334,10051,-3717,-36.98139489,65.35,96.9,3154,3968,-814,-20.5141129
4600,c,ñ{ãgåS,12375,17429,-5054,-28.9976476,163.4,75.7,4037,5295,-1258,-23.75826251
4606,3,ìÏéOó§í¨,12375,17429,-5054,-28.9976476,163.4,75.7,4037,5295,-1258,-23.75826251
5000,a,èHìcåß,1022839,1085997,-63158,-5.815669841,11637.54,87.9,388621,390136,-1515,-0.388326122
5001,b,ésïî,925513,979084,-53571,-5.471542789,9340.13,99.1,355687,355676,11,0.003092702
5002,b,åSïî,97326,106913,-9587,-8.967104094,2275.44,42.8,32934,34460,-1526,-4.428322693
5201,2,èHìcés,315374,323600,-8226,-2.542027194,906.09,348.1,135369,131318,4051,3.08487793
5202,2,î\ë„és,54746,59084,-4338,-7.342089229,426.95,128.2,22373,22806,-433,-1.898623169
5203,2,â°éËés,92214,98367,-6153,-6.255146543,692.8,133.1,31493,31807,-314,-0.987204075
5204,2,ëÂäŸés,74153,78946,-4793,-6.071238568,913.22,81.2,28260,28565,-305,-1.067740242
5206,2,íjé≠és,28395,32294,-3899,-12.07345018,241.09,117.8,11143,11625,-482,-4.146236559
5207,2,ìíëÚés,46620,50849,-4229,-8.316781058,790.91,58.9,16363,16855,-492,-2.919015129
5209,2,é≠äpés,32057,34473,-2416,-7.008383373,707.52,45.3,11509,11863,-354,-2.984068111
5210,2,óRóòñ{ëëés,79993,85229,-5236,-6.143448826,1209.6,66.1,28347,28648,-301,-1.050684166
5211,2,äÉè„és,33098,34442,-1344,-3.902212415,97.73,338.7,12023,11936,87,0.7288874
5212,2,ëÂêÂés,82773,88301,-5528,-6.260404752,866.77,95.5,28195,28354,-159,-0.56076744
5213,2,ñkèHìcés,33230,36387,-3157,-8.676175557,1152.76,28.8,12223,12837,-614,-4.783048999
5214,2,Ç…Ç©ÇŸés,25330,27544,-2214,-8.038048214,241.13,105,8804,9203,-399,-4.335542758
5215,2,êÂñkés,27530,29568,-2038,-6.89258658,1093.56,25.2,9585,9859,-274,-2.77918653
5300,c,é≠äpåS,5342,6054,-712,-11.76081929,201.7,26.5,2168,2390,-222,-9.288702929
5303,3,è¨ç‚í¨,5342,6054,-712,-11.76081929,201.7,26.5,2168,2390,-222,-9.288702929
5320,c,ñkèHìcåS,2375,2727,-352,-12.90795746,256.72,9.3,919,1008,-89,-8.829365079
5327,3,è„è¨à¢êmë∫,2375,2727,-352,-12.90795746,256.72,9.3,919,1008,-89,-8.829365079
5340,c,éRñ{åS,27742,30944,-3202,-10.34772492,764.26,36.3,9929,10486,-557,-5.311844364
5346,3,ì°ó¢í¨,3360,3848,-488,-12.68191268,282.13,11.9,1215,1322,-107,-8.093797277
5348,3,éOéÌí¨,17077,18876,-1799,-9.530620894,247.98,68.9,6008,6294,-286,-4.544010168
5349,3,î™ïÙí¨,7305,8220,-915,-11.13138686,234.14,31.2,2706,2870,-164,-5.714285714
5360,c,ìÏèHìcåS,23655,25850,-2195,-8.491295938,449.97,52.6,8150,8444,-294,-3.481762198
5361,3,å‹èÈñ⁄í¨,9481,10516,-1035,-9.842145302,214.92,44.1,3574,3733,-159,-4.259308867
5363,3,î™òYäÉí¨,6079,6623,-544,-8.213800393,17,357.6,2216,2303,-87,-3.777681285
5366,3,à‰êÏí¨,4987,5493,-506,-9.211724012,47.95,104,1563,1604,-41,-2.556109726
5368,3,ëÂäÉë∫,3108,3218,-110,-3.418272219,170.11,18.3,797,804,-7,-0.870646766
5420,c,êÂñkåS,20280,21674,-1394,-6.431669281,168.34,120.5,6152,6291,-139,-2.209505643
5434,3,î¸ãΩí¨,20280,21674,-1394,-6.431669281,168.34,120.5,6152,6291,-139,-2.209505643
5460,c,óYèüåS,17932,19664,-1732,-8.807973963,434.46,41.3,5616,5841,-225,-3.852080123
5463,3,âHå„í¨,15321,16792,-1471,-8.760123869,230.78,66.4,4807,4966,-159,-3.20177205
5464,3,ìåê¨ê£ë∫,2611,2872,-261,-9.087743733,203.69,12.8,809,875,-66,-7.542857143
6000,a,éRå`åß,1122957,1168924,-45967,-3.932419901,9323.15,120.4,393920,388608,5312,1.366930171
6001,b,ésïî,895873,924003,-28130,-3.04436241,4711.78,190.1,324640,318315,6325,1.987025431
6002,b,åSïî,227084,244921,-17837,-7.282756481,4611.38,49.2,69280,70293,-1013,-1.441110779
6201,2,éRå`és,252453,254244,-1791,-0.704441403,381.3,662.1,100669,96560,4109,4.255385253
6202,2,ïƒëÚés,86010,89401,-3391,-3.793022449,548.51,156.8,32991,33013,-22,-0.066640414
6203,2,íﬂâ™és,129630,136623,-6993,-5.11846468,1311.53,98.8,45332,45514,-182,-0.399876961
6204,2,éìcés,106267,111151,-4884,-4.394022546,602.97,176.2,39308,38955,353,0.90617379
6205,2,êVèØés,36904,38850,-1946,-5.009009009,222.85,165.6,12976,12980,-4,-0.030816641
6206,2,ä¶âÕç]és,41266,42373,-1107,-2.612512685,139.03,296.8,13073,12717,356,2.799402375
6207,2,è„éRés,31584,33836,-2252,-6.655633054,240.93,131.1,10724,10751,-27,-0.251139429
6208,2,ë∫éRés,24696,26811,-2115,-7.888553206,196.98,125.4,7712,7865,-153,-1.9453274
6209,2,í∑à‰és,27716,29473,-1757,-5.961388389,214.67,129.1,9114,9269,-155,-1.672240803
6210,2,ìVì∂és,62236,62214,22,0.035361816,113.01,550.7,21448,20404,1044,5.116643795
6211,2,ìåç™és,47865,46414,1451,3.126211919,206.94,231.3,15487,14388,1099,7.638309703
6212,2,îˆâ‘ëÚés,16962,18955,-1993,-10.51437615,372.53,45.5,5109,5332,-223,-4.182295574
6213,2,ìÏózés,32284,33658,-1374,-4.082238992,160.52,201.1,10697,10567,130,1.230245103
6300,c,ìåë∫éRåS,25738,27154,-1416,-5.214701333,92.6,277.9,7904,7842,62,0.790614639
6301,3,éRï”í¨,14372,15139,-767,-5.066384834,61.45,233.9,4438,4419,19,0.42996153
6302,3,íÜéRí¨,11366,12015,-649,-5.401581357,31.15,364.9,3466,3423,43,1.256208005
6320,c,êºë∫éRåS,40286,43312,-3026,-6.986516439,796.53,50.6,12521,12595,-74,-0.587534736
6321,3,âÕñkí¨,19046,19959,-913,-4.574377474,52.45,363.1,5868,5740,128,2.229965157
6322,3,êºêÏí¨,5640,6270,-630,-10.04784689,393.19,14.3,1779,1853,-74,-3.993524015
6323,3,í©ì˙í¨,7122,7856,-734,-9.343177189,196.81,36.2,2243,2311,-68,-2.942449156
6324,3,ëÂç]í¨,8478,9227,-749,-8.117481305,154.08,55,2631,2691,-60,-2.229654404
6340,c,ñkë∫éRåS,7359,8160,-801,-9.816176471,79.54,92.5,2143,2227,-84,-3.771890436
6341,3,ëÂêŒìcí¨,7359,8160,-801,-9.816176471,79.54,92.5,2143,2227,-84,-3.771890436
6360,c,ç≈è„åS,41005,45469,-4464,-9.817677978,1580.38,25.9,12109,12546,-437,-3.483181891
6361,3,ã‡éRí¨,5829,6365,-536,-8.421052632,161.67,36.1,1643,1703,-60,-3.523194363
6362,3,ç≈è„í¨,8908,9847,-939,-9.535899259,330.37,27,2674,2764,-90,-3.256150507
6363,3,èMå`í¨,5631,6164,-533,-8.646982479,119.04,47.3,1620,1652,-32,-1.937046005
6364,3,ê^é∫êÏí¨,8136,9165,-1029,-11.22749591,374.22,21.7,2520,2631,-111,-4.218928164
6365,3,ëÂë†ë∫,3413,3762,-349,-9.27698033,211.63,16.1,1017,1045,-28,-2.679425837
6366,3,ç¯êÏë∫,4315,4862,-547,-11.25051419,122.14,35.3,1246,1300,-54,-4.153846154
6367,3,åÀëÚë∫,4773,5304,-531,-10.01131222,261.31,18.3,1389,1451,-62,-4.272915231
6380,c,ìåíuéíåS,39643,42338,-2695,-6.36544003,346.86,114.3,11765,11951,-186,-1.556355117
6381,3,çÇî©í¨,23887,25025,-1138,-4.547452548,180.26,132.5,7215,7241,-26,-0.359066427
6382,3,êÏêºí¨,15756,17313,-1557,-8.993242072,166.6,94.6,4550,4710,-160,-3.397027601
6400,c,êºíuéíåS,29444,32119,-2675,-8.328403749,1224.68,24,9471,9736,-265,-2.721857026
6401,3,è¨çëí¨,7869,8862,-993,-11.20514557,737.56,10.7,2841,3036,-195,-6.422924901
6402,3,îíëÈí¨,14271,15314,-1043,-6.810761395,157.71,90.5,4433,4465,-32,-0.71668533
6403,3,î—ñLí¨,7304,7943,-639,-8.044819338,329.41,22.2,2197,2235,-38,-1.700223714
6420,c,ìåìcêÏåS,29397,30889,-1492,-4.830198453,282.39,104.1,8857,8788,69,0.785161584
6426,3,éOêÏí¨,7728,7731,-3,-0.038804812,33.22,232.6,2219,2140,79,3.691588785
6428,3,èØì‡í¨,21669,23158,-1489,-6.429743501,249.17,87,6638,6648,-10,-0.150421179
6460,c,ñOäCåS,14212,15480,-1268,-8.19121447,208.39,68.2,4510,4608,-98,-2.126736111
6461,3,óVç≤í¨,14212,15480,-1268,-8.19121447,208.39,68.2,4510,4608,-98,-2.126736111
7000,a,ïüìáåß,1913606,2029064,-115458,-5.69020987,13783.75,138.8,736616,720794,15822,2.195079315
7001,b,ésïî,1578540,1602602,-24062,-1.501433294,6031.55,261.7,621590,584500,37090,6.345594525
7002,b,åSïî,335066,426462,-91396,-21.43121779,7752.2,43.2,115026,136294,-21268,-15.60450203
7201,2,ïüìáés,294378,292590,1788,0.611094022,767.72,383.4,122229,113074,9155,8.0964678
7202,2,âÔí√é·èºés,124085,126220,-2135,-1.691491047,382.97,324,49305,47891,1414,2.952538055
7203,2,åSéRés,335608,338712,-3104,-0.916412764,757.2,443.2,138124,131740,6384,4.845908608
7204,2,Ç¢ÇÌÇ´és,349344,342249,7095,2.073052076,1232.02,283.6,140837,128722,12115,9.411755566
7205,2,îíâÕés,61914,64704,-2790,-4.31194362,305.32,202.8,23012,22726,286,1.258470474
7207,2,ê{âÍêÏés,77458,79267,-1809,-2.282160294,279.43,277.2,26343,25792,551,2.13632134
7208,2,äÏëΩï˚és,49421,52356,-2935,-5.605852242,554.63,89.1,16755,16983,-228,-1.34251899
7209,2,ëäînés,38575,37817,758,2.00438956,197.8,195,14891,13227,1664,12.58032812
7210,2,ìÒñ{èºés,58164,59871,-1707,-2.851129929,344.42,168.9,19778,18364,1414,7.699847528
7211,2,ìcë∫és,38500,40422,-1922,-4.754836475,458.33,84,12725,11933,792,6.637056901
7212,2,ìÏëäînés,57733,70878,-13145,-18.5459522,398.58,144.8,25891,23640,2251,9.521996616
7213,2,à…íBés,62436,66027,-3591,-5.438684175,265.12,235.5,21656,20870,786,3.766171538
7214,2,ñ{ã{és,30924,31489,-565,-1.794277367,88.02,351.3,10044,9538,506,5.305095408
7300,c,à…íBåS,36275,38508,-2233,-5.798795056,208.62,173.9,13059,12438,621,4.99276411
7301,3,åKê‹í¨,12277,12853,-576,-4.481444021,42.97,285.7,4269,4055,214,5.277435265
7303,3,çëå©í¨,9519,10086,-567,-5.621653778,37.95,250.8,3277,3204,73,2.278401998
7308,3,êÏñìí¨,14479,15569,-1090,-7.001091913,127.7,113.4,5513,5179,334,6.449121452
7320,c,à¿íBåS,8684,8574,110,1.282948449,79.44,109.3,2614,2253,361,16.02308034
7322,3,ëÂã ë∫,8684,8574,110,1.282948449,79.44,109.3,2614,2253,361,16.02308034
7340,c,ä‚ê£åS,18102,19106,-1004,-5.254893751,256.82,70.5,5835,5745,90,1.566579635
7342,3,ãæêŒí¨,12482,12815,-333,-2.598517363,31.3,398.8,4196,4076,120,2.944062807
7344,3,ìVâhë∫,5620,6291,-671,-10.66603084,225.52,24.9,1639,1669,-30,-1.797483523
7360,c,ìÏâÔí√åS,27117,29893,-2776,-9.286455023,2341.53,11.6,10226,10682,-456,-4.268863509
7362,3,â∫ãΩí¨,5786,6461,-675,-10.44729918,317.04,18.3,2003,2103,-100,-4.755111745
7364,3,ûwé}äÚë∫,614,636,-22,-3.459119497,390.46,1.6,222,221,1,0.452488688
7367,3,ë¸å©í¨,4470,4932,-462,-9.367396594,747.56,6,1759,1851,-92,-4.970286332
7368,3,ìÏâÔí√í¨,16247,17864,-1617,-9.051724138,886.47,18.3,6242,6507,-265,-4.072537268
7400,c,ñÎñÉåS,28021,30117,-2096,-6.959524521,986.88,28.4,9596,9790,-194,-1.981613892
7402,3,ñkâñå¥ë∫,2810,3185,-375,-11.77394035,234.08,12,1008,1052,-44,-4.182509506
7405,3,êºâÔí√í¨,6583,7366,-783,-10.62992126,298.18,22.1,2531,2653,-122,-4.598567659
7407,3,î÷íÚí¨,3581,3761,-180,-4.785961181,59.68,60,1117,1131,-14,-1.237842617
7408,3,íñïcë„í¨,15047,15805,-758,-4.795950649,394.94,38.1,4940,4954,-14,-0.282599919
7420,c,âÕè¿åS,23065,24733,-1668,-6.7440262,283.79,81.3,7506,7545,-39,-0.516898608
7421,3,âÔí√ç‚â∫í¨,16320,17360,-1040,-5.99078341,91.59,178.2,5381,5371,10,0.186185068
7422,3,ìíêÏë∫,3207,3364,-157,-4.66706302,16.37,195.9,906,915,-9,-0.983606557
7423,3,ñˆí√í¨,3538,4009,-471,-11.74856573,175.82,20.1,1219,1259,-40,-3.177124702
7440,c,ëÂè¿åS,26097,28625,-2528,-8.831441048,870.51,30,8968,9241,-273,-2.954225733
7444,3,éOìáí¨,1668,1926,-258,-13.39563863,90.81,18.4,683,747,-64,-8.567603748
7445,3,ã‡éRí¨,2175,2462,-287,-11.65718928,293.92,7.4,956,1042,-86,-8.253358925
7446,3,è∫òaë∫,1322,1500,-178,-11.86666667,209.46,6.3,616,646,-30,-4.643962848
7447,3,âÔí√î¸ó¢í¨,20932,22737,-1805,-7.938602278,276.33,75.8,6713,6806,-93,-1.366441375
7460,c,êºîíâÕåS,49269,50130,-861,-1.717534411,306.8,160.6,16816,16047,769,4.792172992
7461,3,êºãΩë∫,20328,19767,561,2.838063439,192.06,105.8,7459,6711,748,11.1458799
7464,3,êÚçËë∫,6494,6802,-308,-4.528079977,35.43,183.3,2050,2006,44,2.193419741
7465,3,íÜìáë∫,4995,5154,-159,-3.084982538,18.92,264,1394,1387,7,0.504686374
7466,3,ñÓêÅí¨,17452,18407,-955,-5.188243603,60.4,288.9,5913,5943,-30,-0.504795558
7480,c,ìåîíêÏåS,32960,35283,-2323,-6.583907264,620.95,53.1,10771,10832,-61,-0.563146233
7481,3,íIëqí¨,14302,15062,-760,-5.045810649,159.93,89.4,4734,4708,26,0.552251487
7482,3,ñÓç’í¨,5940,6348,-408,-6.427221172,118.27,50.2,1920,1932,-12,-0.621118012
7483,3,î∑í¨,9141,9884,-743,-7.517199514,211.41,43.2,3045,3086,-41,-1.328580687
7484,3,éLêÏë∫,3577,3989,-412,-10.32840311,131.34,27.2,1072,1106,-34,-3.074141049
